kanji	on'yomi	kun'yomi	meaning	practice_data
論	ロン		argument, discourse	[0_0_0_0_0_0_NEW]
諭	ユ	さと・す	rebuke, admonish, charge, warn, persuade	[0_0_0_0_0_0_NEW]
諮	シ	はか・る	consult with	[0_0_0_0_0_0_NEW]
諸	ショ		various, many, several, together	[0_0_0_0_0_0_NEW]
諾	ダク		consent, assent, agreement	[0_0_0_0_0_0_NEW]
謀	ボウ、ム	はか・る	conspire, cheat, impose on, plan, devise, scheme, have in mind, deceive	[0_0_0_0_0_0_NEW]
謁	エツ		audience, audience (with king)	[0_0_0_0_0_0_NEW]
謄	トウ		mimeograph, copy	[0_0_0_0_0_0_NEW]
謙	ケン		self-effacing, humble oneself, condescend, be modest	[0_0_0_0_0_0_NEW]
講	コウ		lecture, club, association	[0_0_0_0_0_0_NEW]
謝	シャ	あやま・る	apologize, thank, refuse	[0_0_0_0_0_0_NEW]
謡	ヨウ	うたい、うた・う	noh chanting	[0_0_0_0_0_0_NEW]
謹	キン	つつし・む	discreet, reverently, humbly	[0_0_0_0_0_0_NEW]
è­˜	ã'·ã'­		discriminating, know, write	[0_0_0_0_0_0_NEW]
譜	フ		musical score, music, note, staff, table, genealogy	[0_0_0_0_0_0_NEW]
警	ケイ		admonish, commandment	[0_0_0_0_0_0_NEW]
è­°	ã'®		deliberation, consultation, debate, consideration	[0_0_0_0_0_0_NEW]
譲	ジョウ	ゆず・る	defer, turnover, transfer, convey	[0_0_0_0_0_0_NEW]
è­·	ã'´		safeguard, protect	[0_0_0_0_0_0_NEW]
谷	コク	たに	valley	[0_0_0_0_0_0_NEW]
豆	トウ、ズ	まめ	beans, pea, midget	[0_0_0_0_0_0_NEW]
豊	ホウ	ゆたか	bountiful, excellent, rich	[0_0_0_0_0_0_NEW]
豚	トン	ぶた	pork, pig	[0_0_0_0_0_0_NEW]
象	ショウ、ゾウ		elephant, pattern after, imitate, image, shape, sign (of the times)	[0_0_0_0_0_0_NEW]
豪	ゴウ		overpowering, great, powerful, excelling, Australia	[0_0_0_0_0_0_NEW]
貝		かい	shellfish	[0_0_0_0_0_0_NEW]
貞	テイ		upright, chastity, constancy, righteousness	[0_0_0_0_0_0_NEW]
è² 	フ	ま・ける、ま・かす、お・う	defeat, negative, -, minus, bear, owe, assume a responsibility	[0_0_0_0_0_0_NEW]
財	ザイ、サイ		property, money, wealth, assets	[0_0_0_0_0_0_NEW]
貢	コウ、ク	みつぐ	tribute, support, finance	[0_0_0_0_0_0_NEW]
貧	ヒン、ビン	まず・しい	poverty, poor	[0_0_0_0_0_0_NEW]
貨	カ		freight, goods, property	[0_0_0_0_0_0_NEW]
販	ハン		marketing, sell, trade	[0_0_0_0_0_0_NEW]
貫	カン	つらぬ・く	pierce, 8 1/3lbs, penetrate, brace	[0_0_0_0_0_0_NEW]
責	セキ	せ・める	blame, condemn, censure	[0_0_0_0_0_0_NEW]
貯	チョ		savings, store, lay in, keep, wear mustache	[0_0_0_0_0_0_NEW]
貴	キ	たっと・い、とうと・い、たっと・ぶ、とうと・ぶ	precious, value, prize, esteem, honor	[0_0_0_0_0_0_NEW]
買	バイ	か・う	buy	[0_0_0_0_0_0_NEW]
貸	タイ	か・す	lend	[0_0_0_0_0_0_NEW]
費	ヒ	ついや・す、ついえ・る	expense, cost, spend, consume, waste	[0_0_0_0_0_0_NEW]
貿	ボウ		trade, exchange	[0_0_0_0_0_0_NEW]
賀	ガ		congratulations, joy	[0_0_0_0_0_0_NEW]
賃	チン		fare, fee, hire, rent, wages, charge	[0_0_0_0_0_0_NEW]
賄	ワイ	まかな・う	bribe, board, supply, finance	[0_0_0_0_0_0_NEW]
資	シ		assets, resources, capital, funds, data, be conducive to, contribute to	[0_0_0_0_0_0_NEW]
賊	ゾク		burglar, rebel, traitor, robber	[0_0_0_0_0_0_NEW]
賓	ヒン		V.I.P., guest	[0_0_0_0_0_0_NEW]
賛	サン		approve, praise, title or inscription on picture, assist, agree with	[0_0_0_0_0_0_NEW]
賜	シ	たまわ・る	grant, gift, boon, results	[0_0_0_0_0_0_NEW]
賞	ショウ		prize, reward, praise	[0_0_0_0_0_0_NEW]
è³ 	バイ		compensation, indemnify	[0_0_0_0_0_0_NEW]
賢	ケン	かしこ・い	intelligent, wise, wisdom, cleverness	[0_0_0_0_0_0_NEW]
賦	フ		levy, ode, prose, poem, tribute, installment	[0_0_0_0_0_0_NEW]
質	シツ、シチ、チ		substance, quality, matter, temperament	[0_0_0_0_0_0_NEW]
購	コウ		subscription, buy	[0_0_0_0_0_0_NEW]
贈	ゾウ、ソウ	おく・る	presents, send, give to, award to, confer on, presenting something	[0_0_0_0_0_0_NEW]
赤	セキ、シャク	あか、あか・い、あか・らむ、あか・らめる	red	[0_0_0_0_0_0_NEW]
赦	シャ		pardon, forgiveness	[0_0_0_0_0_0_NEW]
走	ソウ	はし・る	run	[0_0_0_0_0_0_NEW]
赴	フ	おもむ・く	proceed, get, become, tend	[0_0_0_0_0_0_NEW]
起	キ	お・きる、お・こる、お・こす	rouse, wake up, get up	[0_0_0_0_0_0_NEW]
超	チョウ	こ・える、こ・す	transcend, super-, ultra-	[0_0_0_0_0_0_NEW]
越	エツ	こ・す、こ・える	surpass, cross over, move to, exceed, Vietnam	[0_0_0_0_0_0_NEW]
趣	シュ	おもむき	gist, proceed to, tend, become	[0_0_0_0_0_0_NEW]
足	ソク	あし、た・りる、た・る、た・す	leg, foot, be sufficient	[0_0_0_0_0_0_NEW]
距	キョ		long-distance	[0_0_0_0_0_0_NEW]
跡	セキ	あと	tracks, mark, print, impression	[0_0_0_0_0_0_NEW]
路	ロ	じ	path, route, road, distance	[0_0_0_0_0_0_NEW]
跳	チョウ	は・ねる、と・ぶ	hop, leap up, spring, jerk, prance, buck, splash, sputter, snap	[0_0_0_0_0_0_NEW]
践	セン		tread, step on, trample, practice, carry through	[0_0_0_0_0_0_NEW]
踊	ヨウ	おど・る、おど・り	jump, dance, leap, skip	[0_0_0_0_0_0_NEW]
踏	トウ	ふ・む、ふ・まえる	step, trample, carry through, appraise, evade payment	[0_0_0_0_0_0_NEW]
躍	ヤク	おど・る	leap, dance, skip	[0_0_0_0_0_0_NEW]
身	シン	み	somebody, person, one's station in life	[0_0_0_0_0_0_NEW]
車	シャ	くるま	car	[0_0_0_0_0_0_NEW]
軌	キ		rut, wheel, track, model, way of doing	[0_0_0_0_0_0_NEW]
軍	グン		army, force, troops, war, battle	[0_0_0_0_0_0_NEW]
軒	ケン	のき	flats, house counter, eaves	[0_0_0_0_0_0_NEW]
軟	ナン	やわ・らか、やわ・らかい	soft	[0_0_0_0_0_0_NEW]
転	テン	ころ・がる、ころ・げる、ころ・がす、ころ・ぶ	revolve, turn around, change	[0_0_0_0_0_0_NEW]
軸	ジク		axis, pivot, stem, stalk	[0_0_0_0_0_0_NEW]
軽	ケイ	かる・い、かろ・やか	lightly, trifling, unimportant	[0_0_0_0_0_0_NEW]
較	カク		contrast, compare	[0_0_0_0_0_0_NEW]
載	サイ	の・せる、の・る	load, multiplication, power, 10**44	[0_0_0_0_0_0_NEW]
輝	キ	かがや・く	radiance, shine, sparkle, gleam, twinkle	[0_0_0_0_0_0_NEW]
輩	ハイ		comrade, fellow, people, companions	[0_0_0_0_0_0_NEW]
輪	リン	わ	wheel, ring, circle, link, loop	[0_0_0_0_0_0_NEW]
輸	ユ		transport, send, be inferior	[0_0_0_0_0_0_NEW]
轄	カツ		control, wedge	[0_0_0_0_0_0_NEW]
辛	シン	から・い	spicy, bitter, hot, acrid	[0_0_0_0_0_0_NEW]
辞	ジ	や・める	resign, word, term, expression	[0_0_0_0_0_0_NEW]
辱	ジョク	はずかし・める	embarrass, humiliate, shame	[0_0_0_0_0_0_NEW]
農	ノウ		agriculture, farmers	[0_0_0_0_0_0_NEW]
辺	ヘン	あた・り、べ	environs, boundary, border, vicinity, (kokuji)	[0_0_0_0_0_0_NEW]
込		こ・む、こ・める	crowded, mixture, in bulk, included, (kokuji)	[0_0_0_0_0_0_NEW]
迅	ジン		swift, fast	[0_0_0_0_0_0_NEW]
迎	ゲイ	むか・える	welcome, meet, greet	[0_0_0_0_0_0_NEW]
近	キン	ちか・い	near, early, akin, tantamount	[0_0_0_0_0_0_NEW]
返	ヘン	かえ・す、かえ・る	return, answer, fade, repay	[0_0_0_0_0_0_NEW]
迫	ハク	せま・る	urge, force, imminent, spur on	[0_0_0_0_0_0_NEW]
迭	テツ		transfer, alternation	[0_0_0_0_0_0_NEW]
述	ジュツ	の・べる	mention, state, speak, relate	[0_0_0_0_0_0_NEW]
迷	メイ	まよ・う	astray, be perplexed, in doubt, lost, err, illusion	[0_0_0_0_0_0_NEW]
追	ツイ	お・う	chase, drive away, follow, pursue, meanwhile	[0_0_0_0_0_0_NEW]
退	タイ	しりぞ・く、しりぞ・ける	retreat, withdraw, retire, resign, repel, expel, reject	[0_0_0_0_0_0_NEW]
送	ソウ	おく・る	escort, send	[0_0_0_0_0_0_NEW]
逃	トウ	に・げる、に・がす、のが・す、のが・れる	escape, flee, shirk, evade, set free	[0_0_0_0_0_0_NEW]
逆	ギャク	さか、さか・らう	inverted, reverse, opposite, wicked	[0_0_0_0_0_0_NEW]
透	トウ	す・く、す・かす、す・ける	transparent, permeate, filter, penetrate	[0_0_0_0_0_0_NEW]
逐	チク		pursue, drive away, chase, accomplish, attain, commit	[0_0_0_0_0_0_NEW]
逓	テイ		relay, in turn, sending	[0_0_0_0_0_0_NEW]
途	ト		route, way, road	[0_0_0_0_0_0_NEW]
通	ツウ、ツ	とお・る、とお・す、かよ・う	traffic, pass through, avenue, commute	[0_0_0_0_0_0_NEW]
逝	セイ	ゆ・く	departed, die	[0_0_0_0_0_0_NEW]
速	ソク	はや・い、はや・める、すみ・やか	quick, fast	[0_0_0_0_0_0_NEW]
é€ 	ゾウ	つく・る	create, make, structure, physique	[0_0_0_0_0_0_NEW]
連	レン	つら・なる、つら・ねる、つ・れる	take along, lead, join, connect, party, gang, clique	[0_0_0_0_0_0_NEW]
逮	タイ		apprehend, chase	[0_0_0_0_0_0_NEW]
週	シュウ		week	[0_0_0_0_0_0_NEW]
進	シン	すす・む、すす・める	advance, proceed, progress, promote	[0_0_0_0_0_0_NEW]
逸	イツ		deviate, idleness, leisure, miss the mark, evade, elude, parry, diverge	[0_0_0_0_0_0_NEW]
遂	スイ	と・げる	consummate, accomplish, attain, commit (suicide)	[0_0_0_0_0_0_NEW]
遅	チ	おく・れる、おく・らす、おそ・い	slow, late, back, later	[0_0_0_0_0_0_NEW]
遇	グウ		interview, treat, entertain, receive, deal with	[0_0_0_0_0_0_NEW]
遊	ユウ、ユ	あそ・ぶ	play	[0_0_0_0_0_0_NEW]
運	ウン	はこ・ぶ	carry, luck, destiny, fate, lot, transport, progress, advance	[0_0_0_0_0_0_NEW]
遍	ヘン		everywhere, times, widely, generally	[0_0_0_0_0_0_NEW]
過	カ	す・ぎる、す・ごす、あやま・つ、あやま・ち	overdo, exceed, go beyond, error	[0_0_0_0_0_0_NEW]
道	ドウ、トウ	みち	path, road, way	[0_0_0_0_0_0_NEW]
達	タツ		accomplished, reach, arrive, attain	[0_0_0_0_0_0_NEW]
違	イ	ちが・う、ちが・える	difference, differ	[0_0_0_0_0_0_NEW]
é 	エン、オン	とお・い	distant, far	[0_0_0_0_0_0_NEW]
遣	ケン	つか・う、つか・わす	dispatch, send, give, donate, do, undertake	[0_0_0_0_0_0_NEW]
適	テキ		suitable, occasional, rare, qualified, capable	[0_0_0_0_0_0_NEW]
遭	ソウ	あ・う	encounter, meet, party, association, interview, join	[0_0_0_0_0_0_NEW]
遮	シャ	さえぎ・る	intercept, interrupt, obstruct	[0_0_0_0_0_0_NEW]
遵	ジュン		abide by, follow, obey, learn	[0_0_0_0_0_0_NEW]
遷	セン		transition, move, change	[0_0_0_0_0_0_NEW]
選	セン	えら・ぶ	elect, select, choose, prefer	[0_0_0_0_0_0_NEW]
遺	イ、ユイ		bequeath, leave behind, reserve	[0_0_0_0_0_0_NEW]
避	ヒ	さ・ける	evade, avoid, avert, ward off, shirk, shun	[0_0_0_0_0_0_NEW]
還	カン		send back, return	[0_0_0_0_0_0_NEW]
邦	ホウ		home country, country, Japan	[0_0_0_0_0_0_NEW]
邪	ジャ		wicked, injustice, wrong	[0_0_0_0_0_0_NEW]
邸	テイ		residence, mansion	[0_0_0_0_0_0_NEW]
郊	コウ		outskirts, suburbs, rural area	[0_0_0_0_0_0_NEW]
郎	ロウ		son, counter for sons	[0_0_0_0_0_0_NEW]
郡	グン		county, district	[0_0_0_0_0_0_NEW]
部	ブ		section, bureau, dept, class, copy, part, portion	[0_0_0_0_0_0_NEW]
郭	カク		enclosure, quarters, fortification, red-light district	[0_0_0_0_0_0_NEW]
郵	ユウ		mail, stagecoach stop	[0_0_0_0_0_0_NEW]
郷	キョウ、ゴウ		home town, village, native place, district	[0_0_0_0_0_0_NEW]
都	ト、ツ	みやこ	metropolis, capital	[0_0_0_0_0_0_NEW]
酌	シャク	く・む	bartending, serving sake, the host, draw (water), ladle, scoop, pump	[0_0_0_0_0_0_NEW]
配	ハイ	くば・る	distribute, spouse, exile, rationing	[0_0_0_0_0_0_NEW]
酒	シュ	さけ、さか	sake, alcohol	[0_0_0_0_0_0_NEW]
酔	スイ	よ・う	drunk, feel sick, poisoned, elated, spellbound	[0_0_0_0_0_0_NEW]
酢	サク	す	vinegar, sour, acid, tart	[0_0_0_0_0_0_NEW]
酪	ラク		dairy products, whey, broth, fruit juice	[0_0_0_0_0_0_NEW]
酬	シュウ		repay, reward, retribution	[0_0_0_0_0_0_NEW]
酵	コウ		fermentation	[0_0_0_0_0_0_NEW]
酷	コク		cruel, severe, atrocious, unjust	[0_0_0_0_0_0_NEW]
酸	サン	す・い	acid, bitterness, sour, tart	[0_0_0_0_0_0_NEW]
醜	シュウ	みにく・い	ugly, unclean, shame, bad looking	[0_0_0_0_0_0_NEW]
醸	ジョウ	かも・す	brew, cause	[0_0_0_0_0_0_NEW]
釈	シャク		explanation	[0_0_0_0_0_0_NEW]
里	リ	さと	ri, village, parent's home, league	[0_0_0_0_0_0_NEW]
重	ジュウ、チョウ	え、おも・い、かさ・ねる、かさ・なる	heavy, heap up, pile up, nest of boxes, -fold	[0_0_0_0_0_0_NEW]
野	ヤ	の	plains, field, rustic, civilian life	[0_0_0_0_0_0_NEW]
量	リョウ	はか・る	quantity, measure, weight, amount	[0_0_0_0_0_0_NEW]
金	キン、コン	かね、かな	gold	[0_0_0_0_0_0_NEW]
針	シン	はり	needle, pin, staple, stinger	[0_0_0_0_0_0_NEW]
釣	チョウ	つ・る	angling, fish, catch, allure, ensnare	[0_0_0_0_0_0_NEW]
鈍	ドン	にぶ・い、にぶ・る	blunt, dull	[0_0_0_0_0_0_NEW]
鈴	レイ、リン	すず	small bell, buzzer	[0_0_0_0_0_0_NEW]
鉄	テツ		iron	[0_0_0_0_0_0_NEW]
鉛	エン	なまり	lead	[0_0_0_0_0_0_NEW]
鉢	ハチ、ハツ		bowl, rice tub, pot, crown	[0_0_0_0_0_0_NEW]
鉱	コウ		mineral, ore	[0_0_0_0_0_0_NEW]
銀	ギン		silver	[0_0_0_0_0_0_NEW]
銃	ジュウ		gun, arms	[0_0_0_0_0_0_NEW]
銅	ドウ		copper	[0_0_0_0_0_0_NEW]
銑	セン		pig iron	[0_0_0_0_0_0_NEW]
銘	メイ		inscription, signature (of artisan)	[0_0_0_0_0_0_NEW]
銭	セン	ぜに	coin, .01 yen, money	[0_0_0_0_0_0_NEW]
鋭	エイ	するど・い	pointed, sharpness, edge, weapon, sharp, violent	[0_0_0_0_0_0_NEW]
鋳	チュウ	い・る	casting, mint	[0_0_0_0_0_0_NEW]
鋼	コウ	はがね	steel	[0_0_0_0_0_0_NEW]
錘	スイ	つむ	weight, plumb bob, sinker	[0_0_0_0_0_0_NEW]
éŒ 	ジョウ		lock, fetters, shackles	[0_0_0_0_0_0_NEW]
錬	レン		tempering, refine, drill, train, polish	[0_0_0_0_0_0_NEW]
錯	サク		confused, mix, be in disorder	[0_0_0_0_0_0_NEW]
録	ロク		record	[0_0_0_0_0_0_NEW]
鍛	タン	きた・える	forge, discipline, train	[0_0_0_0_0_0_NEW]
鎖	サ	くさり	chain, irons, connection	[0_0_0_0_0_0_NEW]
鎮	チン	しず・める、しず・まる	tranquilize, ancient peace-preservation centers	[0_0_0_0_0_0_NEW]
鏡	キョウ	かがみ	mirror, speculum, barrel-head, round rice-cake offering	[0_0_0_0_0_0_NEW]
鐘	ショウ	かね	bell, gong, chimes	[0_0_0_0_0_0_NEW]
鑑	カン		specimen, take warning from, learn from	[0_0_0_0_0_0_NEW]
長	チョウ	なが・い	long, leader	[0_0_0_0_0_0_NEW]
門	モン	かど	gates	[0_0_0_0_0_0_NEW]
閉	ヘイ	と・じる、と・ざす、し・める、し・まる	closed, shut	[0_0_0_0_0_0_NEW]
開	カイ	ひら・く、ひら・ける、あ・く、あ・ける	open, unfold, unseal	[0_0_0_0_0_0_NEW]
閑	カン		leisure	[0_0_0_0_0_0_NEW]
間	カン、ケン	あいだ、ま	interval, space	[0_0_0_0_0_0_NEW]
関	カン	せき	connection, barrier, gateway, involve, concerning	[0_0_0_0_0_0_NEW]
閣	カク		tower, tall building, palace	[0_0_0_0_0_0_NEW]
閥	バツ		clique, lineage, pedigree, faction, clan	[0_0_0_0_0_0_NEW]
閲	エツ		review, inspection, revision	[0_0_0_0_0_0_NEW]
闘	トウ	たたか・う	fight, war	[0_0_0_0_0_0_NEW]
防	ボウ	ふせ・ぐ	ward off, defend, protect, resist	[0_0_0_0_0_0_NEW]
阻	ソ	はば・む	thwart, separate from, prevent, obstruct, deter, impede	[0_0_0_0_0_0_NEW]
附	フ		affixed, attach, refer to, append	[0_0_0_0_0_0_NEW]
降	コウ	お・りる、お・ろす、ふ・る	descend, precipitate, fall, surrender	[0_0_0_0_0_0_NEW]
限	ゲン	かぎ・る	limit, restrict, to best of ability	[0_0_0_0_0_0_NEW]
陛	ヘイ		highness, steps (of throne)	[0_0_0_0_0_0_NEW]
院	イン		Inst., institution, temple, mansion, school	[0_0_0_0_0_0_NEW]
陣	ジン		camp, battle array, ranks, position	[0_0_0_0_0_0_NEW]
除	ジョ、ジ	のぞ・く	exclude, division (x/3), remove, abolish, cancel, except	[0_0_0_0_0_0_NEW]
陥	カン	おちい・る、おとしい・れる	collapse, fall into, cave in, fall (castle), slide into	[0_0_0_0_0_0_NEW]
陪	バイ		obeisance, follow, accompany, attend on	[0_0_0_0_0_0_NEW]
陰	イン	かげ、かげ・る	shade, yin, negative, sex organs, secret, shadow	[0_0_0_0_0_0_NEW]
陳	チン		exhibit, state, relate, explain	[0_0_0_0_0_0_NEW]
陵	リョウ	みささぎ	mausoleum, imperial tomb	[0_0_0_0_0_0_NEW]
陶	トウ		pottery, porcelain	[0_0_0_0_0_0_NEW]
陸	リク		land	[0_0_0_0_0_0_NEW]
険	ケン	けわ・しい	precipitous, inaccessible place, impregnable position, steep place, sharp eyes	[0_0_0_0_0_0_NEW]
陽	ヨウ		sunshine, yang principle, positive, male, heaven, daytime	[0_0_0_0_0_0_NEW]
隅	グウ	すみ	corner, nook	[0_0_0_0_0_0_NEW]
隆	リュウ		hump, high, noble, prosperity	[0_0_0_0_0_0_NEW]
隊	タイ		regiment, party, company, squad	[0_0_0_0_0_0_NEW]
階	カイ		storey, stair, no. of floor (building)	[0_0_0_0_0_0_NEW]
随	ズイ		follow, though, notwithstanding, while, during, both, all, obey, submit to, comply, at the mercy of (the waves)	[0_0_0_0_0_0_NEW]
隔	カク	へだ・てる、へだ・たる	isolate, alternate, distance, separate, gulf	[0_0_0_0_0_0_NEW]
際	サイ	きわ	occasion, side, edge, verge, dangerous, adventurous, indecent, time, when	[0_0_0_0_0_0_NEW]
障	ショウ	さわ・る	hinder, hurt, harm	[0_0_0_0_0_0_NEW]
éš 	イン	かく・す、かく・れる	conceal, hide, cover	[0_0_0_0_0_0_NEW]
隣	リン	とな・る、となり	neighboring	[0_0_0_0_0_0_NEW]
隷	レイ		slave, servant, prisoner, criminal, follower	[0_0_0_0_0_0_NEW]
隻	セキ		vessels, no. of ships, fish, birds, arrows, one of a pair	[0_0_0_0_0_0_NEW]
雄	ユウ	お、おす	masculine, male, hero, leader, superiority, excellence	[0_0_0_0_0_0_NEW]
雅	ガ		gracious, elegant, graceful, refined	[0_0_0_0_0_0_NEW]
集	シュウ	あつ・まる、あつ・める、つど・う	gather, meet, congregate, swarm, flock	[0_0_0_0_0_0_NEW]
雇	コ	やと・う	employ, hire	[0_0_0_0_0_0_NEW]
雌	シ	め、めす	feminine, female	[0_0_0_0_0_0_NEW]
雑	ザツ、ゾウ		miscellaneous	[0_0_0_0_0_0_NEW]
離	リ	はな・れる、はな・す	detach, separation, disjoin, digress	[0_0_0_0_0_0_NEW]
難	ナン	かた・い、むずか・しい	difficult, impossible, trouble, accident, defect	[0_0_0_0_0_0_NEW]
雨	ウ	あめ、あま	rain	[0_0_0_0_0_0_NEW]
雪	セツ	ゆき	snow	[0_0_0_0_0_0_NEW]
雰	フン		atmosphere, fog	[0_0_0_0_0_0_NEW]
雲	ウン	くも	cloud	[0_0_0_0_0_0_NEW]
零	レイ		zero, spill, overflow, nothing, cipher	[0_0_0_0_0_0_NEW]
雷	ライ	かみなり	thunder, lightening bolt	[0_0_0_0_0_0_NEW]
電	デン		electricity	[0_0_0_0_0_0_NEW]
需	ジュ		demand, request, need	[0_0_0_0_0_0_NEW]
震	シン	ふる・う、ふる・える	quake, shake, tremble, quiver, shiver	[0_0_0_0_0_0_NEW]
霊	レイ、リョウ	たま	spirits, soul	[0_0_0_0_0_0_NEW]
霜	ソウ	しも	frost	[0_0_0_0_0_0_NEW]
霧	ム	きり	fog, mist	[0_0_0_0_0_0_NEW]
露	ロ、ロウ	つゆ	dew, tears, mortality, flimsiness	[0_0_0_0_0_0_NEW]
青	セイ、ショウ	あお、あお・い	blue, green	[0_0_0_0_0_0_NEW]
静	セイ、ジョウ	しず、しず・か、しず・まる、しず・める	quiet	[0_0_0_0_0_0_NEW]
非	ヒ		un-, mistake, negative, injustice, non-	[0_0_0_0_0_0_NEW]
面	メン	おも、おもて、つら	mask, face, features, surface	[0_0_0_0_0_0_NEW]
革	カク	かわ	leather, become serious, skin, hide, pelt	[0_0_0_0_0_0_NEW]
靴	カ	くつ	shoes	[0_0_0_0_0_0_NEW]
音	オン、イン	おと、ね	sound, noise	[0_0_0_0_0_0_NEW]
韻	イン		rhyme, elegance, tone	[0_0_0_0_0_0_NEW]
響	キョウ	ひび・く	echo, also N5116, sound, resound, ring, vibrate	[0_0_0_0_0_0_NEW]
é '	チョウ	いただ・く、いただき	place on the head, receive, top of head, top, summit, peak	[0_0_0_0_0_0_NEW]
é …	コウ		paragraph, nape of neck, clause, item, term (expression)	[0_0_0_0_0_0_NEW]
é †	ジュン		obey, order, turn, right, docility, occasion	[0_0_0_0_0_0_NEW]
é 	ヨ	あず・ける、あず・かる	deposit, custody, leave with, entrust to	[0_0_0_0_0_0_NEW]
é '	ガン		stubborn, foolish, firmly	[0_0_0_0_0_0_NEW]
é '	ハン		partition, understand	[0_0_0_0_0_0_NEW]
é ˜	リョウ		jurisdiction, dominion, territory, fief, reign	[0_0_0_0_0_0_NEW]
é ­	トウ、ズ、ト	あたま、かしら	head	[0_0_0_0_0_0_NEW]
é »	ヒン		repeatedly, recur	[0_0_0_0_0_0_NEW]
é ¼	ライ	たの・む、たの・もしい、たよ・る	trust, request	[0_0_0_0_0_0_NEW]
題	ダイ		topic, subject	[0_0_0_0_0_0_NEW]
額	ガク	ひたい	forehead, tablet, plaque, framed picture, sum, amount, volume	[0_0_0_0_0_0_NEW]
顔	ガン	かお	face, expression	[0_0_0_0_0_0_NEW]
顕	ケン		appear, existing	[0_0_0_0_0_0_NEW]
願	ガン	ねが・う	petition, request, vow, wish, hope	[0_0_0_0_0_0_NEW]
類	ルイ		sort, kind, variety, class, genus	[0_0_0_0_0_0_NEW]
顧	コ	かえり・みる	look back, review, examine oneself, turn around	[0_0_0_0_0_0_NEW]
風	フウ、フ	かぜ、かざ	wind, air, style, manner	[0_0_0_0_0_0_NEW]
飛	ヒ	と・ぶ、と・ばす	fly, skip (pages, scatter	[0_0_0_0_0_0_NEW]
食	ショク、ジキ	く・う、く・らう、た・べる	eat, food	[0_0_0_0_0_0_NEW]
飢	キ	う・える	hungry, starve	[0_0_0_0_0_0_NEW]
飯	ハン	めし	meal, boiled rice	[0_0_0_0_0_0_NEW]
飲	イン	の・む	drink, smoke, take	[0_0_0_0_0_0_NEW]
飼	シ	か・う	domesticate, raise, keep, feed	[0_0_0_0_0_0_NEW]
飽	ホウ	あ・きる、あ・かす	sated, tired of, bored, satiate	[0_0_0_0_0_0_NEW]
飾	ショク	かざ・る	decorate, ornament, adorn, embellish	[0_0_0_0_0_0_NEW]
養	ヨウ	やしな・う	foster, bring up, rear, develop, nurture	[0_0_0_0_0_0_NEW]
餓	ガ		starve, hungry, thirst	[0_0_0_0_0_0_NEW]
館	カン		building, mansion, large building, palace	[0_0_0_0_0_0_NEW]
首	シュ	くび	neck	[0_0_0_0_0_0_NEW]
香	コウ、キョウ	か、かお・り、かお・る	incense, smell, perfume	[0_0_0_0_0_0_NEW]
馬	バ	うま、ま	horse	[0_0_0_0_0_0_NEW]
駄	ダ		burdensome, pack horse, horse load, send by horse	[0_0_0_0_0_0_NEW]
駅	エキ		station	[0_0_0_0_0_0_NEW]
駆	ク	か・ける、か・る	drive, run, gallop, advance, inspire, impel	[0_0_0_0_0_0_NEW]
駐	チュウ		stop-over, reside in, resident	[0_0_0_0_0_0_NEW]
騎	キ		equestrian, riding on horses, counter for equestrians	[0_0_0_0_0_0_NEW]
騒	ソウ	さわ・ぐ	boisterous, make noise, clamor, disturb, excite	[0_0_0_0_0_0_NEW]
験	ケン、ゲン		verification, effect, testing	[0_0_0_0_0_0_NEW]
騰	トウ		inflation, advancing, going	[0_0_0_0_0_0_NEW]
驚	キョウ	おどろ・く、おどろ・かす	wonder, be surprised, frightened, amazed	[0_0_0_0_0_0_NEW]
骨	コツ	ほね	skeleton, bone, remains, frame	[0_0_0_0_0_0_NEW]
髄	ズイ		marrow, pith	[0_0_0_0_0_0_NEW]
高	コウ	たか・い、たか、たか・まる、たか・める	tall, high, expensive	[0_0_0_0_0_0_NEW]
髪	ハツ	かみ	hair of the head	[0_0_0_0_0_0_NEW]
鬼	キ	おに	ghost, devil	[0_0_0_0_0_0_NEW]
魂	コン	たましい	soul, spirit	[0_0_0_0_0_0_NEW]
魅	ミ		fascination, charm, bewitch	[0_0_0_0_0_0_NEW]
魔	マ		witch, demon, evil spirit	[0_0_0_0_0_0_NEW]
魚	ギョ	うお、さかな	fish	[0_0_0_0_0_0_NEW]
鮮	セン	あざ・やか	fresh, vivid, clear, brilliant, Korea	[0_0_0_0_0_0_NEW]
鯨	ゲイ	くじら	whale	[0_0_0_0_0_0_NEW]
鳥	チョウ	とり	bird, chicken	[0_0_0_0_0_0_NEW]
鳴	メイ	な・く、な・る、な・らす	chirp, cry, bark, sound, ring, echo, honk	[0_0_0_0_0_0_NEW]
鶏	ケイ	にわとり	chicken	[0_0_0_0_0_0_NEW]
麗	レイ	うるわ・しい	lovely, companion	[0_0_0_0_0_0_NEW]
麦	バク	むぎ	barley, wheat	[0_0_0_0_0_0_NEW]
麻	マ	あさ	hemp, flax	[0_0_0_0_0_0_NEW]
黄	コウ、オウ	き、こ	yellow	[0_0_0_0_0_0_NEW]
黒	コク	くろ、くろ・い	black	[0_0_0_0_0_0_NEW]
黙	モク	だま・る	silence, become silent, stop speaking, leave as is	[0_0_0_0_0_0_NEW]
